case_id,statute_opennyai,provision_opennyai,statute_metadata,provision_metadata
ASDU100001002017,Code Of Criminal Procedure,['313'],POCSO Act,['8']
ASDU100001002017,Indian Penal Code,"['120(B)/448/34', '448']",,
ASDU100001002017,POCSO Act,['8'],,
ASDU100003342018,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['6']
ASDU100003342018,Indian Penal Code,"['376(F)/376(L', '376(F)/376(L)', '376 (I)', '376(2)(F)(1)', '376(F)', '376(F)/376(L', '376(F)/376(L)']",,
ASDU100003342018,POCSO Act,"['5', '5(1)(N)', '6']",,
ASDU100003342018,Probation Of Offenders Act,['3/4'],,
ASDU010001622019,Code Of Criminal Procedure,"['.164', '.313']",Indian Penal Code,['376(3)']
ASDU010001622019,I.Pb.C,['.376(3)'],POCSO Act,['4']
ASDU010001622019,Indian Penal Code,"['376(3)', '.376(3)']",,
ASDU010001622019,POCSO Act,"['4', '.4', 'ec.4']",,
ASDU010004162016,Code Of Criminal Procedure,"['161', '164', '313', '357-A']",Indian Penal Code,['366(A)']
ASDU010004162016,Cr,['222 (2)'],POCSO Act,['4']
ASDU010004162016,Indian Penal Code,"['361', '363', '366- A', '366-A', '366-A/34', '375', 'A/34', 's 366-A']",,
ASDU010004162016,POCSO Act,"['2 (1) (D)', '3', '4']",,
ASDU010000102019,Code Of Criminal Procedure,"['. 313', 'ec.437A']",Indian Penal Code,"['366A', '376']"
ASDU010000102019,Indian Penal Code,"['.\n366(A)', '.366(A)', '.366(A)', '.366(A) .366(A)/34', 'ec.376']",POCSO Act,['4']
ASDU010000102019,POCSO Act,"['. 366(A)/376 I.P.C. R', '. 366(A)/376', '.4', 'ec.4']",,
ASDU010005832018,Code Of Criminal Procedure,"['. 5)', '161', '164', '222 (2)', '313', '357-A', '. 164 (5)']",Indian Penal Code,['376']
ASDU010005832018,Indian Evidence Act,['118'],POCSO Act,['4']
ASDU010005832018,Indian Penal Code,"['354-A', '354-B', '354A', '375', '376', '. 354A', '354-A', 's 354-B', 's 376', 's: 376']",,
ASDU010005832018,POCSO Act,"['2 (D)', '29', '3', '30', '4', '5', '7', '8', '9']",,
ASDU100000242020,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU100000242020,Indian Penal Code,['457/506'],,
ASDU100000242020,POCSO Act,['4'],,
ASDU100001162017,Code Of Criminal Procedure,"['164', '313', '437(A)']",POCSO Act,['4']
ASDU100001162017,Indian Penal Code,"['120(B)/366(A', '120(B)/366(A)', '120(B)/366(A', '120(B)/366(A)', '366 (A)', '366(A)', '366A']",,
ASDU100001162017,POCSO Act,['4'],,
ASDU010000582016,Code Of Criminal Procedure,"['161', '164', '313']",Indian Penal Code,['366(A)']
ASDU010000582016,Indian Penal Code,"['341/366', '341/366-A/34', 'A/34', '366-A']",POCSO Act,['8']
ASDU010000582016,POCSO Act,['8'],,
ASDU100001142017,Code Of Criminal Procedure,"['164', '222', '313', '360', '365', '428', 'ec 222']",POCSO Act,['4']
ASDU100001142017,Indian Penal Code,['354'],,
ASDU100001142017,POCSO Act,"['4', '7', '8']",,
ASDU010013902018,Code Of Criminal Procedure,"['.164', '.313']",Indian Penal Code,['376']
ASDU010013902018,Indian Penal Code,['.376'],POCSO Act,['4']
ASDU010013902018,POCSO Act,"['.4', 'ec.4']",,
ASDU010013902018,|.P.C.,['.376'],,
ASDU100000442019,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU100000442019,Indian Penal Code,"['366(A)/376 I.P.C Read', '366(A)/376', '366(A)/376/506 I.P.C And', '366(A)/376/506', '365']",,
ASDU100000442019,POCSO Act,['4'],,
ASDU010018342018,Code Of Criminal Procedure,"['313', '437A', '.207']",Indian Penal Code,"['376', '511']"
ASDU010018342018,Indian Penal Code,"['376/506', '448', '448/376/511/506', '. 448', 'ec.448']",POCSO Act,['8']
ASDU010018342018,POCSO Act,"['8', 'ec.8']",,
ASDU010007702017,Code Of Criminal Procedure,"['161', '164', '313']",Indian Penal Code,"['342', '376']"
ASDU010007702017,Indian Penal Code,"['342/376', '342/376', '354', '376']",POCSO Act,['4']
ASDU010007702017,POCSO Act,"['4', '8']",,
ASDU010002792019,Code Of Criminal Procedure,"['207', '313', '437A']",Indian Penal Code,['376AB']
ASDU010002792019,Indian Penal Code,"['376(2)(I)', '376(Ab)', '.376(Ab)']",POCSO Act,['4']
ASDU010002792019,POCSO Act,"['376(Ab) Read With  4', '4', '6', 'ction 376(Ab)', 'ction 6', 'ec. 6']",,
ASDU010005792016,Code Of Criminal Procedure,"['164', '313']",Indian Penal Code,"['323', '34']"
ASDU010005792016,Indian Penal Code,"['323', '323/34', '34', '341', '341/342/323/34', '342', 's 2']",POCSO Act,['8']
ASDU010005792016,POCSO Act,"['4', '8']",,
ASDU010005792016,"POCSO Act, 2012","['2(D)', '4', '7', '8']",,
ASDU010005792016,Posco Act,"['29', '30']",,
ASDU100003072017,Code Of Criminal Procedure,"['164', '313', '437(A)']",POCSO Act,['4']
ASDU100003072017,Indian Penal Code,"['366A/34', '366(A)']",,
ASDU100003072017,POCSO Act,"['366(A)', '366(A) R', '366(A)/34 I.P.C R', '366(A)/34', '366A R', '4', '4', '3', '366(A)', '4']",,
ASDU010003482017,Code Of Criminal Procedure,"['161', '164', '313']",Indian Penal Code,"['376', '511', '34']"
ASDU010003482017,Indian Penal Code,"['376/511', '376/511/34', '376/511', '376/511/34', ': 376', 's 376']",POCSO Act,['8']
ASDU010003482017,POCSO Act,"['2 (D)', '4', '8']",,
ASDU010001032017,Code Of Criminal Procedure,"['161', '164', '222 (2)', '313', '357-A', '53-A']",POCSO Act,['4']
ASDU010001032017,Indian Evidence Act,['118'],Indian Penal Code,['376']
ASDU010001032017,Indian Penal Code,"['354-B', '375', '376 (2) (I)', '376', '376(2)(I)', 's 354-B']",,
ASDU010001032017,POCSO Act,"['. 5 (1)', '10', '24', '3', '4', '7', '9 (M)', '9']",,
ASDU010001032017,S 2 (D) Of POCSO Act,[''],,
ASDU010017752018,Code Of Criminal Procedure,"['.313', 'ec.437A']",Indian Penal Code,"['447', '376(3)']"
ASDU010017752018,Indian Penal Code,"['. 120(B)/342/376/34', '. 376(2)(I)', '.120(B)', '.120(B) .120(B)/342/376/34', '.376(2)(I)', '.376(I)(2)']",POCSO Act,['4']
ASDU010017752018,POCSO Act,"['.4', 'ec.4']",,
ASDU010017752018,"POCSO Act, 2012",['ec. 4'],,
ASDU010001582017,Code Of Criminal Procedure,"['161', '164', '222 (2)', '313', '357-A', '53-A', '. 164', 'U.. 164']",POCSO Act,['4']
ASDU010001582017,Indian Evidence Act,['6'],Indian Penal Code,['376']
ASDU010001582017,Indian Penal Code,"['3/76', '375', '376', '376/511', '447/376', '447/376/511/506', 's 376']",,
ASDU010001582017,POCSO Act,"['3', '4', '7', '8', 's 376\nIpc Read With  4']",,
ASDU100005122019,Code Of Criminal Procedure,['313'],POCSO Act,['4']
ASDU100005122019,POCSO Act,"['4', '6']",,
ASDU100001422017,Code Of Criminal Procedure,"['161', '437(A)']",POCSO Act,['8']
ASDU100001422017,Indian Penal Code,"['5|Page 448/354/323', '448/323', '448/354/323', '323', '448']",,
ASDU100001422017,POCSO Act,"['4', '8']",,
ASDU010002732015,Code Of Criminal Procedure,"['161', '164', '313', '437-A']",POCSO Act,['4']
ASDU010002732015,Indian Penal Code,"['376', 'm376']",Indian Penal Code,['376']
ASDU010002732015,POCSO Act,"['2 (D)', '4']",,
ASDU010003212016,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU010003212016,Cr. P.,['161'],Indian Penal Code,['376']
ASDU010003212016,Indian Penal Code,"['376', '447/325/376/506 Ipc.', '447/325/376/506', '447/376/506', '447/376/506/', ': 376']",,
ASDU010003212016,POCSO Act,['4'],,
ASDU010005252015,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['457376']
ASDU010005252015,Indian Penal Code,"['376', '457', '457,376', '457/376 And', '457/376']",,
ASDU010005252015,POCSO Act,['4/8'],,
ASDU010005252015,"POCSO Act, 2012","['4', '4/8']",,
ASDU010005252015,Pocso Act,"['4', '4/8']",,
ASDU010004682016,Code Of Criminal Procedure,"['161', '357-A']",POCSO Act,['12']
ASDU010004682016,Indian Penal Code,"['18. 354-D', '294', '354-D', '354-D/294/506', '354-D/506', '503', '506', 'D/294/506', 'D/506']",Indian Penal Code,"['354(D)', '294', '506']"
ASDU010004682016,POCSO Act,"['Ection 12', '11', '12', '2 (D)', 'ectiom 12']",,
ASDU010005862016,Code Of Criminal Procedure,"['161', '164', '313']",Indian Penal Code,"['366(A)', '376']"
ASDU010005862016,Indian Penal Code,"['366-A 366-A/376', '366-A A/376', '366- A/376', '366-A', '366-A/376', '375', '376', '417/366', '417/366-A/376', 'A/376']",POCSO Act,['4']
ASDU010005862016,POCSO Act,"['3', '4', 'ectiom 4']",,
ASDU100001902019,Code Of Criminal Procedure,['313'],POCSO Act,['4']
ASDU100001902019,Indian Penal Code,['376(Ab)'],,
ASDU100001902019,POCSO Act,['4'],,
ASDU100003332018,Code Of Criminal Procedure,"['164', '313', '437(A)']",POCSO Act,['4']
ASDU100003332018,Indian Penal Code,"['375', '376(2)(I)']",,
ASDU100003332018,POCSO Act,"['3', '4']",,
ASDU010011672019,Code Of Criminal Procedure,['313'],Indian Penal Code,['363(3)']
ASDU010011672019,Indian Penal Code,"['376 (3)', '376(3)']",POCSO Act,['6']
ASDU010011672019,POCSO Act,['6'],,
ASDU010004572015,Code Of Criminal Procedure,"['. 164', '.164', '.313', '.357 (A)']",POCSO Act,['4']
ASDU010004572015,Indian Penal Code,"['375', '.376', '.456']",,
ASDU010004572015,POCSO Act,"['4', 'ec. 4']",,
ASDU100003322018,Code Of Criminal Procedure,['313'],POCSO Act,['6']
ASDU100003322018,POCSO Act,"['10', '8']",,
ASDU010002602015,Code Of Criminal Procedure,['.313'],POCSO Act,['4']
ASDU010002602015,POCSO Act,['.4'],,
ASDU100000992017,Code Of Criminal Procedure,"['164', '235(2)', '313', '357(1)', '360']",POCSO Act,['4']
ASDU100000992017,Indian Penal Code,"['447/506', '447', '447/506', '506']",,
ASDU100000992017,POCSO Act,"['2(D)', '3', '4']",,
ASDU100000992017,Probation Of Offenders Act,['ec. 3/4'],,
ASDU010005122018,Code Of Criminal Procedure,"['164', '313', '357(A)']",Indian Penal Code,['354B']
ASDU010005122018,Indian Penal Code,['354-B'],POCSO Act,['8']
ASDU010005122018,POCSO Act,['8'],,
ASDU010005962015,Code Of Criminal Procedure,"['363 (1)', '-222', '. 161', '.164', '.356 (A)', '.365', '.428']",POCSO Act,['4']
ASDU010005962015,POCSO Act,"['4', '7', '8', '. 4', '. 8', '.4', '.7', '.8', 'ec. 4']",,
ASDU100000472019,Code Of Criminal Procedure,['313'],POCSO Act,['4']
ASDU100000472019,Indian Penal Code,"['341/506', '341', '341/34', '341/506', '506']",,
ASDU100000472019,POCSO Act,['4'],,
ASDU100000472019,"POCSO Act, 9/10",['4'],,
ASDU100000712019,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU100000712019,Indian Penal Code,"['120(B)/376', '120(B) 120(B)/114', '120(B)']",,
ASDU100000712019,POCSO Act,['4'],,
ASDU100000712019,Penal Code,"['120(B)/376 Indian', '120(B)/376']",,
ASDU010001952016,"Ces Act, 2012","['Class-Vii', '4']",POCSO Act,['4']
ASDU010001952016,Code Of Criminal Procedure,"['164', '313']",,
ASDU010001952016,Indian Penal Code,"['27. 376', '28. 90', '366 (A)', '366(A)', '375', '376', '90', '366(A)', 's366(A)']",,
ASDU010001952016,POCSO Act,['4'],,
ASDU010003592017,Code Of Criminal Procedure,"['161', '164', '313']",Indian Penal Code,"['366A', '376']"
ASDU010003592017,Cr,['357-A'],POCSO Act,['4']
ASDU010003592017,Indian Penal Code,"['359', '361', '363', '363/376', '366-A/376', '375', '376 9', '376', 'A/376']",,
ASDU010003592017,POCSO Act,"['2 (D)', '3', '4']",,
ASDU100000462019,Code Of Criminal Procedure,['313'],POCSO Act,['10']
ASDU100000462019,POCSO Act,"['10', '8']",,
ASDU100003582018,Code Of Criminal Procedure,['313'],POCSO Act,['6']
ASDU100003582018,Indian Penal Code,"['366(A)/343/376', '366(A)/376/343', '366/376', '366/376/343', '366(A)/343/376']",,
ASDU100003582018,POCSO Act,['6'],,
ASDU100003582018,POCSO Contd,['6'],,
ASDU010007372018,Code Of Criminal Procedure,"['161', '164', '222 (2)', '313', '357-A']",Indian Penal Code,['354B']
ASDU010007372018,Indian Penal Code,"['32. 354-B', '354-B', 's 354-B']",POCSO Act,['8']
ASDU010007372018,POCSO Act,"['15 \x0c 10', '10', '11', '12', '2 (D)', '24', '7', '8', '8/10', '9 (M)', '9']",,
ASDU010001482016,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU010001482016,Indian Penal Code,['376 (2) (I) (I)'],Indian Penal Code,['376(2)(i)(l)']
ASDU010001482016,POCSO Act,['4'],,
ASDU100000262017,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU100000262017,Indian Penal Code,"['447/448/313/326', '447/448/313/326/506 I.P.C And', '447/448/313/326/506', '448/376(1)/313/323/506 I.P.C And', '448/376(1)/313/323/506', '448/376(L)/313/323/506 I.P.C And', '448/376(L)/313/323/506']",Indian Penal Code,"['448', '376(l)', '313', '323', '506']"
ASDU100000262017,POCSO Act,['4'],,
ASDU100002862019,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU100002862019,Indian Penal Code,['376(2)(3)'],,
ASDU100002862019,POCSO Act,['4'],,
ASDU100002312019,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU100002312019,Indian Penal Code,['365'],,
ASDU100002312019,POCSO Act,['4'],,
ASDU100000552016,Code Of Criminal Procedure,"['164', '313', '357 (A)', '357 A', '365', '428']",POCSO Act,['4']
ASDU100000552016,Evidence Act,['60'],,
ASDU100000552016,Indian Penal Code,['360'],,
ASDU100000552016,POCSO Act,"['29', '3', '4']",,
ASDU100003782018,Code Of Criminal Procedure,"['164', '313']",POCSO Act,['4']
ASDU100003782018,Indian Penal Code,"['366(A)/376(2)(I', '366(A)/376(2)(I)', '366 (A)', '366(A)', '366(A)/376', '366(A)/376(2)(I', '366(A)/376(2)(I)', '376 (2)(I)']",,
ASDU100003782018,Of Indian Penal Code,['366(A)/376'],,
ASDU100003782018,POCSO Act,['4'],,
ASDU100001042017,Code Of Criminal Procedure,"['235(2)', '313', '357(1)', '360']",POCSO Act,['4']
ASDU100001042017,POCSO Act,"['3', '4']",,
ASDU100001042017,Probation Of Offenders Act,['ec. 3/4'],,
ASDU100001032017,Code Of Criminal Procedure,"['164', '313', '437(A)']",POCSO Act,['4']
ASDU100001032017,Indian Penal Code,"['366(A)/34 I.P.C R', '366(A)/34', '366(A) And', '366(A)', '366A']",,
ASDU100001032017,POCSO Act,"['366A ___R', '4', '3', '366(A)', '4']",,
